full_name,age,league,season,position,Current Club,nationality,minutes_played_overall,appearances_overall,penalty_goals,penalty_misses,clean_sheets_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_away,conceded_per_90_overall,cards_per_90_overall,passes_per_90_overall,passes_completed_per_90_overall,tackles_per_90_overall,shots_per_90_overall,shots_on_target_per_90_overall,shots_off_target_per_90_overall,interceptions_per_90_overall,key_passes_per_90_overall,dribbles_per_90_overall,dribbles_successful_per_90_overall,saves_per_90_overall,shots_faced_per_90_overall,dribbled_past_per_90_overall,blocks_per_90_overall,clearances_per_90_overall,hit_woodwork_per_90_overall,punches_per_90_overall,offsides_per_90_overall,xa_per_90_overall,npxg_per_90_overall,fouls_drawn_per_90_overall,fouls_committed_per_90_overall,xg_per_90_overall,aerial_duels_won_per_90_overall,duels_per_90_overall,duels_won_per_90_overall,dispossesed_per_90_overall,accurate_crosses_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,average_rating_overall,crosses_per_game_overall,dispossesed_per_game_overall,saves_per_game_overall,shots_per_goal_scored_overall,shots_off_target_per_game_overall,dribbles_successful_percentage_overall,save_percentage_overall,pass_completion_rate_overall,shot_accuraccy_percentage_overall,inside_box_saves_total_overall,penalties_won_total_overall,shot_conversion_rate_overall,duels_won_per_game_overall,duels_won_percentage_overall,cross_completion_rate_overall,hattricks_total_overall,two_goals_in_a_game_total_overall,three_goals_in_a_game_total_overall,annual_salary_eur,market_value_in_eur,agg_labels,Position Clusters
Giorgi Mamardashvili,23,La Liga,2022/2023,Goalkeeper,Valencia CF,Georgia,3420.0,38.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.11,0.08,24.74,14.89,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,2.76,3.95,0.0,0.0,0.63,0.0,0.34,0.0,0.03,0.0,0.08,0.03,0.0,0.24,0.37,0.29,0.03,0.0,421.0,421.0,91.0,28.0,6.84,0.0,0.03,2.76,0.0,0.0,0.0,70.0,60.21,0.0,65.0,0.0,0.0,0.29,78.57,0.0,0.0,0.0,0.0,1500000.0,28333333.333333332,4,Goalkeepers
Giorgio Scalvini,20,Serie A,2022/2023,Defender,Atalanta,Italy,2347.0,32.0,0.0,0.0,7.0,0.15,0.08,0.08,0.07,1.27,0.27,56.29,45.98,2.11,0.61,0.15,0.46,1.99,0.38,0.84,0.42,0.0,0.0,1.04,0.5,1.99,0.04,0.0,0.23,0.16,0.06,0.23,2.07,0.06,1.88,9.7,4.64,0.27,0.08,206.0,171.0,112.0,11.0,6.82,0.25,0.22,0.0,8.0,0.38,50.0,0.0,81.68,25.0,0.0,0.0,12.5,3.78,47.83,25.0,0.0,0.0,0.0,1614600.0,36666666.666666664,3,Centre Backs
Giovani Lo Celso,27,La Liga,2022/2023,Midfielder,Villarreal,Argentina,1130.0,21.0,0.0,0.0,7.0,0.4,0.24,0.16,0.14,0.96,0.24,51.18,44.32,2.55,1.36,0.56,0.8,0.64,2.47,2.79,1.75,0.0,0.0,0.72,0.16,0.16,0.0,0.0,0.32,0.33,0.15,2.47,1.2,0.15,0.16,11.88,6.94,1.75,0.56,113.0,26.0,-1.0,10.0,7.18,1.48,1.05,0.0,8.5,0.48,62.86,0.0,86.6,41.18,0.0,0.0,11.76,4.14,58.39,22.58,0.0,0.0,0.0,4210000.0,16000000.0,0,Defensive Midfielders
Giovanni Di Lorenzo,30,Serie A,2022/2023,Defender,Napoli,Italy,3257.0,37.0,0.0,0.0,18.0,0.19,0.11,0.08,0.12,0.66,0.06,63.06,54.35,1.71,0.61,0.36,0.25,0.83,1.27,0.77,0.28,0.0,0.0,0.64,0.25,1.35,0.0,0.0,0.11,0.22,0.08,0.99,0.88,0.08,1.08,7.35,4.06,0.47,0.28,200.0,138.0,9.0,9.0,7.2,2.41,0.46,0.0,7.33,0.24,35.71,0.0,86.2,59.09,0.0,0.0,13.64,3.97,55.26,11.24,0.0,0.0,0.0,3810855.0,23500000.0,0,Defensive Midfielders
Giovanni González,29,La Liga,2022/2023,Defender,RCD Mallorca,Uruguay,923.0,15.0,0.0,0.0,6.0,0.2,0.2,0.0,0.0,0.68,0.49,33.48,26.75,1.46,0.2,0.0,0.2,0.68,0.49,1.37,0.78,0.0,0.0,1.17,0.2,2.05,0.0,0.0,0.1,0.19,0.01,1.66,1.56,0.01,1.17,9.66,5.08,0.2,0.49,386.0,48.0,15.0,25.0,6.3,1.33,0.13,0.0,0.0,0.13,57.14,0.0,79.88,0.0,0.0,0.0,0.0,3.47,52.53,25.0,0.0,0.0,0.0,0.0,2250000.0,2,Central Midfielders
Giovanni Reyna,21,Bundesliga,2022/2023,Midfielder,Borussia Dortmund,USA,611.0,22.0,1.0,0.0,7.0,1.33,0.29,1.03,0.68,1.33,0.29,39.25,31.79,2.09,2.39,1.64,0.75,0.45,1.79,2.99,1.04,0.0,0.0,0.6,0.3,0.6,0.0,0.0,0.15,0.4,0.64,2.54,1.04,0.75,0.9,14.33,6.57,2.24,0.9,3.0,38.0,-1.0,5.0,6.55,0.81,0.71,0.0,2.29,0.24,35.0,0.0,80.99,68.75,0.0,0.0,43.75,2.1,45.83,35.29,0.0,0.0,0.0,2511600.0,23250000.0,6,Strikers
Giulio Donati,34,Serie A,2022/2023,Defender,Monza,Italy,424.0,8.0,0.0,0.0,2.0,0.21,0.0,0.21,0.41,1.49,1.27,60.5,53.28,1.06,0.21,0.21,0.0,1.06,0.21,0.64,0.21,0.0,0.0,0.42,0.21,1.7,0.0,0.0,0.0,0.13,0.12,1.06,1.49,0.12,0.85,6.16,3.18,0.21,0.21,86.0,313.0,147.0,15.0,6.66,1.12,0.12,0.0,1.0,0.0,33.33,0.0,88.07,100.0,0.0,0.0,100.0,1.88,51.72,11.11,0.0,0.0,0.0,370760.0,450000.0,3,Centre Backs
Giulio Maggiore,25,Serie A,2022/2023,Midfielder,Salernitana,Italy,897.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.4,0.2,46.56,35.02,1.81,0.3,0.0,0.3,0.8,0.3,0.3,0.1,0.0,0.0,1.1,0.4,0.9,0.0,0.0,0.0,0.07,0.01,1.4,2.01,0.01,0.9,9.33,4.21,0.4,0.1,309.0,329.0,-1.0,21.0,6.7,0.19,0.25,0.0,0.0,0.19,33.33,0.0,75.22,0.0,0.0,0.0,0.0,2.62,45.16,33.33,0.0,0.0,0.0,1935672.0,5000000.0,2,Central Midfielders
Giuseppe Pezzella,26,Serie A,2022/2023,Defender,Lecce,Italy,919.0,16.0,0.0,0.0,2.0,0.1,0.1,0.0,0.0,1.66,0.2,38.43,31.18,1.96,0.29,0.0,0.29,0.78,0.69,1.47,0.59,0.0,0.0,0.78,0.29,2.65,0.0,0.0,0.1,0.14,0.01,1.08,1.57,0.01,1.08,9.8,4.71,1.08,0.39,313.0,141.0,171.0,11.0,6.19,2.12,0.69,0.0,0.0,0.19,40.0,0.0,81.12,0.0,0.0,0.0,0.0,3.0,48.0,11.76,0.0,0.0,0.0,897000.0,2350000.0,2,Central Midfielders
Gonzalo Escalante,30,La Liga,2022/2023,Midfielder,Cádiz,Argentina,1125.0,14.0,0.0,0.0,6.0,0.4,0.08,0.32,0.32,0.96,0.32,33.68,25.28,2.8,0.96,0.56,0.4,1.28,0.8,0.64,0.48,0.0,0.0,1.2,0.32,2.0,0.08,0.0,0.0,0.13,0.23,1.36,1.12,0.23,2.08,12.4,6.72,0.72,0.24,44.0,184.0,-1.0,2.0,7.08,0.29,0.64,0.0,3.0,0.36,75.0,0.0,75.06,58.33,0.0,0.0,33.33,6.0,54.19,75.0,0.0,0.0,0.0,0.0,2000000.0,0,Defensive Midfielders
Gonzalo Escalante,30,Serie A,2022/2023,Midfielder,Cremonese,Argentina,556.0,9.0,0.0,0.0,3.0,0.16,0.16,0.0,0.0,1.78,0.32,45.89,35.55,2.75,0.65,0.16,0.48,1.62,0.65,0.48,0.16,0.0,0.0,0.48,0.16,0.65,0.0,0.0,0.0,0.19,0.03,0.81,0.97,0.03,1.45,9.53,5.17,1.13,0.0,397.0,89.0,-1.0,30.0,6.6,0.11,0.78,0.0,0.0,0.33,33.33,0.0,77.46,25.0,0.0,0.0,0.0,3.56,54.24,0.0,0.0,0.0,0.0,2152800.0,2000000.0,2,Central Midfielders
Gonzalo Melero,30,La Liga,2022/2023,Midfielder,Almería,Spain,1875.0,27.0,1.0,0.0,3.0,0.34,0.14,0.19,0.21,1.34,0.24,36.12,31.33,1.49,0.86,0.53,0.34,0.34,0.91,1.73,0.86,0.0,0.0,1.25,0.1,0.96,0.0,0.0,0.14,0.18,0.11,1.44,1.15,0.15,0.82,9.5,4.56,0.96,0.0,94.0,106.0,-1.0,5.0,6.77,0.07,0.74,0.0,4.5,0.26,50.0,0.0,86.72,61.11,0.0,0.0,22.22,3.52,47.98,0.0,0.0,0.0,0.0,817232.0,3333333.3333333335,0,Defensive Midfielders
Gonzalo Montiel,27,La Liga,2022/2023,Defender,Sevilla FC,Argentina,1526.0,28.0,0.0,0.0,8.0,0.18,0.18,0.0,0.0,1.53,0.59,39.86,32.23,1.54,0.47,0.12,0.35,1.12,1.24,1.3,0.59,0.0,0.0,0.77,0.41,1.95,0.0,0.0,0.65,0.22,0.02,0.59,1.12,0.02,0.77,7.45,3.49,0.53,0.53,362.0,69.0,154.0,33.0,6.58,1.43,0.32,0.0,0.0,0.21,45.45,0.0,80.86,25.0,0.0,0.0,0.0,2.11,46.83,22.5,0.0,0.0,0.0,1410000.0,11000000.0,2,Central Midfielders
Gonzalo Plata,23,La Liga,2022/2023,Forward,Real Valladolid,Ecuador,2309.0,34.0,0.0,0.0,8.0,0.23,0.19,0.04,0.0,1.36,0.04,26.89,21.05,2.65,1.01,0.51,0.51,0.47,1.44,5.65,2.3,0.0,0.0,1.75,0.0,0.27,0.08,0.0,0.16,0.21,0.07,1.6,0.86,0.07,0.66,16.29,7.21,1.52,0.35,243.0,52.0,-1.0,10.0,6.69,1.62,1.15,0.0,26.0,0.38,40.69,0.0,78.26,50.0,0.0,3.0,3.85,5.44,44.26,16.36,0.0,0.0,0.0,300000.0,5000000.0,0,Defensive Midfielders
Gonzalo Verdú,35,La Liga,2022/2023,Defender,Elche CF,Spain,702.0,16.0,0.0,0.0,2.0,0.13,0.0,0.13,0.26,1.41,0.51,42.82,33.85,1.28,1.03,0.26,0.77,1.28,0.0,0.0,0.0,0.0,0.0,0.51,0.77,3.97,0.13,0.0,0.0,0.08,0.11,0.64,1.28,0.11,3.46,9.1,5.38,0.0,0.0,139.0,266.0,138.0,11.0,6.03,0.0,0.0,0.0,8.0,0.38,0.0,0.0,79.04,25.0,0.0,0.0,12.5,2.62,59.15,0.0,0.0,0.0,0.0,155000.0,700000.0,3,Centre Backs
Gonzalo Villar,25,La Liga,2022/2023,Midfielder,Getafe CF,Spain,447.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.81,1.01,48.93,38.66,1.61,0.2,0.2,0.0,1.01,0.6,3.22,2.62,0.0,0.0,1.61,0.4,0.81,0.0,0.0,0.0,0.1,0.01,2.42,4.03,0.01,1.41,16.51,8.05,1.41,0.6,289.0,303.0,-1.0,24.0,6.61,0.44,0.44,0.0,0.0,0.0,81.25,0.0,79.01,100.0,0.0,0.0,0.0,2.5,48.78,42.86,0.0,0.0,0.0,0.0,2800000.0,2,Central Midfielders
Gonzalo Villar,25,Serie A,2022/2023,Midfielder,Sampdoria,Spain,694.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.82,0.26,48.36,40.47,1.29,0.0,0.0,0.0,0.52,0.0,0.39,0.26,0.0,0.0,0.91,0.39,1.03,0.0,0.0,0.0,0.07,0.0,2.33,2.2,0.0,1.16,9.31,5.04,0.65,0.26,375.0,373.0,-1.0,29.0,6.52,0.47,0.33,0.0,0.0,0.0,66.67,0.0,83.69,0.0,0.0,0.0,0.0,2.6,54.17,28.57,0.0,0.0,0.0,1875182.0,2800000.0,2,Central Midfielders
Gonçalo Guedes,27,Liga NOS,2022/2023,Forward,Benfica,Portugal,405.0,12.0,0.0,0.0,8.0,0.44,0.22,0.22,0.3,0.0,0.22,33.56,26.44,1.33,2.0,1.11,0.89,0.67,1.78,3.11,1.78,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.89,0.25,0.22,2.0,2.0,0.22,0.22,10.89,5.33,1.33,0.89,80.0,48.0,-1.0,14.0,6.85,1.25,0.5,0.0,9.0,0.33,57.14,0.0,78.81,55.56,0.0,0.0,11.11,2.0,48.98,26.67,0.0,0.0,0.0,0.0,23000000.0,1,Attacker / Winger
Gonçalo Guedes,27,Premier League,2022/2023,Forward,Wolverhampton Wanderers,Portugal,709.0,13.0,0.0,0.0,3.0,0.25,0.13,0.13,0.0,1.52,0.13,22.09,16.38,1.02,1.65,0.76,0.89,0.13,1.14,1.52,0.63,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.63,0.15,0.14,3.05,1.4,0.14,0.89,10.41,5.59,0.89,0.89,147.0,116.0,-1.0,13.0,6.91,2.08,0.54,0.0,13.0,0.54,41.67,0.0,74.14,46.15,0.0,0.0,7.69,3.38,53.66,25.93,0.0,0.0,0.0,5423979.0,23000000.0,0,Defensive Midfielders
Gonçalo Inácio,22,Liga NOS,2022/2023,Defender,Sporting CP,Portugal,2367.0,33.0,0.0,0.0,13.0,0.15,0.11,0.04,0.08,0.87,0.15,87.6,79.01,1.56,0.46,0.15,0.3,1.79,0.46,0.72,0.61,0.0,0.0,0.72,0.38,2.32,0.04,0.0,0.0,0.27,0.04,0.46,0.95,0.04,2.32,8.48,4.94,0.19,0.0,218.0,118.0,50.0,15.0,7.06,0.09,0.15,0.0,12.0,0.24,84.21,0.0,90.19,33.33,0.0,0.0,8.33,3.94,58.3,0.0,0.0,0.0,0.0,1193404.0,31666666.666666668,3,Centre Backs
Gonçalo Paciência,29,La Liga,2022/2023,Forward,Celta de Vigo,Portugal,648.0,25.0,0.0,0.0,6.0,0.28,0.0,0.28,0.32,0.83,0.56,22.12,13.08,1.25,2.78,1.39,1.39,0.0,0.83,2.78,0.83,0.0,0.0,0.7,0.14,0.56,0.14,0.0,0.0,0.06,0.28,2.36,2.64,0.28,4.03,18.64,8.49,1.81,0.28,59.0,369.0,-1.0,8.0,6.18,0.24,0.52,0.0,10.0,0.4,30.0,0.0,59.12,50.0,0.0,0.0,10.0,2.44,45.52,33.33,0.0,0.0,0.0,1140000.0,2066666.6666666667,8,Wingers
Gonçalo Ramos,22,Liga NOS,2022/2023,Forward,Benfica,Portugal,2308.0,30.0,0.0,0.0,18.0,0.82,0.08,0.74,0.33,0.58,0.16,17.06,12.49,0.78,3.24,1.52,1.72,0.12,0.62,1.44,0.66,0.0,0.0,0.55,0.08,1.41,0.2,0.0,0.59,0.09,0.59,1.68,1.95,0.59,2.5,12.41,5.62,1.01,0.0,3.0,153.0,-1.0,1.0,7.22,0.13,0.87,0.0,4.37,1.47,45.95,0.0,73.23,46.99,0.0,1.0,22.89,4.8,45.28,0.0,0.0,5.0,0.0,963126.0,46666666.666666664,6,Strikers
Gorka Guruzeta,27,La Liga,2022/2023,Forward,Athletic Club Bilbao,Spain,1423.0,30.0,0.0,0.0,9.0,0.44,0.06,0.38,0.44,0.82,0.13,23.78,17.52,1.45,2.34,1.26,1.08,0.25,0.89,1.14,0.57,0.0,0.0,0.82,0.13,0.51,0.0,0.0,1.08,0.1,0.33,0.82,1.71,0.33,1.77,12.21,4.62,1.45,0.06,36.0,209.0,-1.0,4.0,6.8,0.13,0.77,0.0,6.17,0.57,50.0,0.0,73.67,54.05,0.0,0.0,16.22,2.43,37.82,25.0,0.0,2.0,0.0,210000.0,5333333.333333333,6,Strikers
Granit Xhaka,31,Premier League,2022/2023,Midfielder,Arsenal,Switzerland,3004.0,37.0,0.0,0.0,14.0,0.42,0.21,0.21,0.06,1.05,0.12,46.62,40.42,1.05,0.78,0.42,0.36,0.45,1.41,0.63,0.39,0.0,0.0,0.6,0.3,1.23,0.03,0.0,0.15,0.27,0.16,1.17,0.75,0.16,1.14,6.89,3.75,0.81,0.15,97.0,57.0,-1.0,6.0,7.09,1.05,0.73,0.0,3.71,0.32,61.9,0.0,86.7,53.85,0.0,0.0,26.92,3.38,54.35,12.82,0.0,1.0,0.0,5964062.0,20000000.0,1,Attacker / Winger
Gregoire Defrel,32,Serie A,2022/2023,Forward,Sassuolo,France,1166.0,27.0,0.0,0.0,6.0,0.23,0.08,0.15,0.15,1.54,0.23,18.85,15.84,0.7,1.08,0.77,0.31,0.15,0.7,1.55,0.62,0.0,0.0,0.62,0.0,0.39,0.08,0.0,0.46,0.11,0.14,1.0,1.08,0.14,0.46,8.5,2.78,1.39,0.0,134.0,172.0,-1.0,9.0,6.53,0.04,0.67,0.0,7.0,0.15,40.0,0.0,84.02,71.43,0.0,0.0,14.29,1.33,32.73,0.0,0.0,0.0,0.0,1633223.0,1250000.0,8,Wingers
Gregor Kobel,26,Bundesliga,2022/2023,Goalkeeper,Borussia Dortmund,Switzerland,2430.0,27.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.04,0.0,34.42,28.13,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,3.18,4.38,0.04,0.0,0.49,0.0,0.19,0.0,0.05,0.0,0.15,0.0,0.0,0.19,0.37,0.34,0.0,0.0,383.0,385.0,18.0,19.0,7.06,0.0,0.0,3.15,0.0,0.0,100.0,72.65,81.72,0.0,60.0,0.0,0.0,0.33,90.0,0.0,0.0,0.0,0.0,750000.0,36666666.666666664,4,Goalkeepers
Grejohn Kyei,28,Ligue 1,2022/2023,Forward,Clermont,France,2243.0,37.0,4.0,2.0,10.0,0.52,0.12,0.4,0.17,1.08,0.12,20.4,14.72,0.62,1.82,0.95,0.87,0.29,0.62,2.61,1.37,0.0,0.0,0.33,0.08,0.83,0.17,0.0,0.62,0.13,0.14,1.7,2.36,0.32,1.91,13.85,5.6,2.03,0.12,34.0,120.0,-1.0,1.0,6.65,0.19,1.36,0.0,4.4,0.58,52.38,0.0,72.15,52.27,0.0,1.0,22.73,3.75,40.42,42.86,0.0,2.0,0.0,375000.0,2166666.6666666665,6,Strikers
Grigoris Kastanos,26,Serie A,2022/2023,Midfielder,Salernitana,Cyprus,1278.0,28.0,0.0,0.0,5.0,0.21,0.07,0.14,0.0,1.55,0.28,37.96,29.65,2.68,1.41,0.63,0.77,0.56,0.92,1.97,0.92,0.0,0.0,1.76,0.42,0.42,0.0,0.0,0.0,0.14,0.14,3.03,1.55,0.14,1.62,15.42,8.24,1.13,0.35,138.0,188.0,-1.0,8.0,6.78,0.89,0.57,0.0,10.0,0.39,46.43,0.0,78.11,45.0,0.0,1.0,10.0,4.18,53.42,20.0,0.0,0.0,0.0,907346.0,1800000.0,0,Defensive Midfielders
Grischa Prömel,29,Bundesliga,2022/2023,Midfielder,Hoffenheim,Germany,1458.0,18.0,0.0,0.0,4.0,0.12,0.06,0.06,0.0,1.17,0.25,27.9,21.79,1.6,1.11,0.31,0.8,0.49,0.49,0.56,0.25,0.0,0.0,0.93,0.25,1.23,0.0,0.0,0.12,0.1,0.08,2.22,2.04,0.08,1.3,11.11,5.37,0.8,0.06,213.0,199.0,-1.0,13.0,6.7,0.33,0.72,0.0,18.0,0.72,44.44,0.0,78.1,27.78,0.0,0.0,5.56,4.83,48.33,16.67,0.0,0.0,0.0,717600.0,7000000.0,0,Defensive Midfielders
Guglielmo Vicario,27,Serie A,2022/2023,Goalkeeper,Empoli,Italy,2784.0,31.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.1,0.1,36.24,24.96,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,4.36,0.03,0.0,1.36,0.0,0.84,0.0,0.06,0.0,0.26,0.0,0.0,0.32,0.68,0.58,0.0,0.0,452.0,451.0,79.0,28.0,7.09,0.0,0.0,3.13,0.0,0.0,0.0,71.85,68.87,0.0,62.0,0.0,0.0,0.58,85.71,0.0,0.0,0.0,0.0,1136200.0,20500000.0,4,Goalkeepers
Guido Rodríguez,29,La Liga,2022/2023,Midfielder,Real Betis,Argentina,2877.0,34.0,0.0,0.0,11.0,0.03,0.0,0.03,0.07,1.0,0.25,52.51,45.97,3.61,0.53,0.19,0.35,1.26,0.35,0.91,0.69,0.0,0.0,1.41,0.44,2.1,0.03,0.0,0.03,0.13,0.04,2.01,1.41,0.04,1.41,12.75,7.69,0.69,0.03,262.0,406.0,-1.0,10.0,7.14,0.26,0.65,0.0,17.0,0.32,75.86,0.0,87.56,35.29,0.0,0.0,5.88,7.21,60.34,11.11,0.0,0.0,0.0,2680000.0,26000000.0,0,Defensive Midfielders
Guillermo Maripán,29,Ligue 1,2022/2023,Defender,Monaco,Chile,2160.0,26.0,0.0,0.0,5.0,0.13,0.0,0.13,0.09,1.21,0.25,48.46,42.38,1.88,0.54,0.25,0.29,1.46,0.08,0.21,0.04,0.0,0.0,0.58,1.12,3.5,0.0,0.0,0.0,0.08,0.09,0.29,1.08,0.09,2.08,7.92,4.25,0.25,0.0,146.0,370.0,73.0,6.0,7.02,0.04,0.23,0.0,4.33,0.27,20.0,0.0,87.45,46.15,0.0,0.0,23.08,3.92,53.68,0.0,0.0,0.0,0.0,1400000.0,10000000.0,3,Centre Backs
Guillermo Ochoa,38,Serie A,2022/2023,Goalkeeper,Salernitana,Mexico,1800.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.65,0.05,35.55,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,5.2,0.1,0.0,0.7,0.0,0.2,0.0,0.04,0.0,0.05,0.0,0.0,0.1,0.25,0.15,0.0,0.0,286.0,267.0,170.0,18.0,6.97,0.0,0.0,3.55,0.0,0.0,0.0,68.27,55.56,0.0,55.0,0.0,0.0,0.15,60.0,0.0,0.0,0.0,0.0,0.0,1500000.0,4,Goalkeepers
Guima,28,Liga NOS,2022/2023,Midfielder,GD Chaves,Portugal,1967.0,29.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.01,0.96,40.93,34.25,2.2,0.55,0.18,0.37,1.46,1.19,3.02,1.78,0.0,0.0,2.06,0.5,1.42,0.0,0.0,0.0,0.14,0.02,1.97,1.88,0.02,0.96,14.04,6.91,1.42,0.14,421.0,425.0,-1.0,24.0,6.71,0.28,1.07,0.0,0.0,0.28,59.09,0.0,83.69,33.33,0.0,2.0,0.0,5.21,49.19,37.5,0.0,0.0,0.0,130000.0,500000.0,2,Central Midfielders
Gustavo Assunção,23,Liga NOS,2022/2023,Midfielder,Famalicão,Brazil,946.0,22.0,0.0,0.0,7.0,0.19,0.1,0.1,0.0,1.71,0.95,47.85,39.39,1.9,0.29,0.19,0.1,1.24,0.76,1.14,0.38,0.0,0.0,1.14,0.38,1.52,0.0,0.0,0.0,0.18,0.07,0.95,2.76,0.07,1.14,11.42,4.38,0.67,0.29,157.0,126.0,-1.0,14.0,6.68,0.45,0.32,0.0,3.0,0.05,33.33,0.0,82.31,66.67,0.0,0.0,33.33,2.09,38.33,30.0,0.0,0.0,0.0,192873.0,2000000.0,2,Central Midfielders
Guus Til,26,Eredivisie,2022/2023,Midfielder,PSV,Netherlands,1758.0,30.0,0.0,0.0,9.0,0.61,0.15,0.46,0.39,1.43,0.2,27.29,21.66,1.79,2.1,1.02,1.08,0.61,1.18,0.97,0.31,0.0,0.0,0.72,0.15,0.67,0.15,0.0,0.0,0.18,0.36,0.97,1.54,0.36,0.87,9.37,3.94,1.43,0.36,22.0,99.0,-1.0,4.0,6.6,0.67,0.93,0.0,4.56,0.7,31.58,0.0,79.36,48.78,0.0,1.0,21.95,2.57,42.08,35.0,0.0,2.0,0.0,1077733.0,7166666.666666667,1,Attacker / Winger
Habib Diallo,28,Ligue 1,2022/2023,Forward,Strasbourg,Senegal,2881.0,37.0,3.0,1.0,6.0,0.66,0.03,0.62,0.48,1.47,0.12,18.34,12.66,0.59,2.44,1.31,1.12,0.34,0.81,2.06,0.84,0.0,0.0,0.34,0.12,0.81,0.06,0.0,0.59,0.07,0.37,1.94,1.19,0.46,4.09,16.12,7.47,1.12,0.03,14.0,247.0,-1.0,1.0,7.05,0.19,0.97,0.0,3.9,0.97,40.91,0.0,68.99,53.85,0.0,1.0,25.64,6.46,46.32,14.29,0.0,4.0,0.0,1320000.0,15333333.333333334,6,Strikers
Habib Sylla,25,Liga NOS,2022/2023,Defender,GD Chaves,Ivory Coast,619.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.16,0.58,34.31,27.33,1.16,0.15,0.0,0.15,0.87,0.15,1.6,1.16,0.0,0.0,0.73,0.87,2.47,0.0,0.0,0.15,0.06,0.0,0.44,1.02,0.0,0.29,6.4,3.05,0.58,0.44,391.0,392.0,91.0,20.0,6.65,2.0,0.44,0.0,0.0,0.11,72.73,0.0,79.66,0.0,0.0,0.0,0.0,2.33,47.73,16.67,0.0,0.0,0.0,50000.0,250000.0,2,Central Midfielders
Hakan Çalhanoğlu,30,Serie A,2022/2023,Midfielder,Inter Milan,Turkey,2375.0,33.0,1.0,0.0,13.0,0.34,0.23,0.11,0.08,0.83,0.11,56.63,50.0,1.78,1.33,0.64,0.68,0.91,2.69,0.68,0.27,0.0,0.0,0.95,0.19,0.3,0.04,0.0,0.08,0.35,0.1,0.98,1.78,0.12,0.53,7.61,3.56,0.45,2.65,158.0,45.0,-1.0,8.0,7.3,5.09,0.36,0.0,11.67,0.55,38.89,0.0,88.29,48.57,0.0,0.0,8.57,2.85,46.77,41.67,0.0,0.0,0.0,9209200.0,40000000.0,0,Defensive Midfielders
Hakim Ziyech,30,Premier League,2022/2023,Midfielder,Chelsea,Morocco,653.0,18.0,0.0,0.0,4.0,0.41,0.41,0.0,0.0,0.83,0.14,42.45,31.15,2.89,1.1,0.41,0.69,0.69,1.93,3.86,1.79,0.0,0.0,0.41,0.0,0.69,0.0,0.0,0.41,0.38,0.05,1.93,1.65,0.05,0.0,13.23,6.62,1.79,1.79,433.0,6.0,-1.0,25.0,6.47,3.61,0.72,0.0,0.0,0.28,46.43,0.0,73.38,37.5,0.0,0.0,0.0,2.67,50.0,20.0,0.0,0.0,0.0,5960994.0,15250000.0,2,Central Midfielders
Hakon Evjen,24,Eredivisie,2022/2023,Midfielder,AZ,Norway,514.0,8.0,0.0,0.0,4.0,0.18,0.18,0.0,0.0,0.7,0.18,32.74,27.84,1.58,1.58,0.53,1.05,0.53,1.93,1.93,0.88,0.0,0.0,0.35,0.0,0.53,0.0,0.0,0.0,0.23,0.06,0.7,0.53,0.06,0.53,7.18,3.68,1.23,0.88,353.0,73.0,-1.0,25.0,6.88,2.25,0.88,0.0,0.0,0.75,45.45,0.0,85.03,33.33,0.0,0.0,0.0,2.62,51.22,27.78,0.0,0.0,0.0,131202.0,1800000.0,2,Central Midfielders
Halid Šabanović,24,Ligue 1,2022/2023,Defender,Angers SCO,Bosnia and Herzegovina,637.0,15.0,0.0,0.0,2.0,0.28,0.0,0.28,0.3,1.7,0.42,32.35,26.42,1.13,0.71,0.42,0.28,1.13,0.28,1.98,0.71,0.0,0.0,0.28,0.28,1.7,0.0,0.0,0.14,0.07,0.2,0.28,1.41,0.2,0.57,6.36,2.68,0.28,0.14,63.0,417.0,139.0,7.0,6.54,0.6,0.13,0.0,2.5,0.13,35.71,0.0,81.66,60.0,0.0,0.0,40.0,1.27,42.22,11.11,0.0,0.0,0.0,36000.0,600000.0,0,Defensive Midfielders
